date|text
2025-09-26 04:47:49+00|"Все же мой GRACE и PCAM лучше ложится на организацию интерфейса Kilo Code, чем Cursor. Хотя в Cursor тоже можно иметь RAG-базу промтов генерации кода, но что Kilo Code в интерфейсе выделило прямо режимы Architect, Code, Debug и сразу с ассоциированными промтами как минимум делает GRACE более визуально понятным в UI по фазности разработки.
Я перенес все лучшее из промптинга для Gemini CLI и Cursor в Kilo Code, также поддержаны особенности самого Kilo Code:
- Корректно сформулированы и ПРОВЕРЕНЫ на большой кодовой базе промпты  для ИИ агента как нужно ему делать правильно семантические запросы в векторный поиск, тут отличие от Сursor значительное по подходу к чанкам
- Сделана поддержка контроля версионности среды запуском агентом сканирования версий, рейтинг библиотек по AI Friendly, интеграция с Context 7 для примеров
-  Поддержка создания Knowledge Base по разработке в графовой базе Kilo Code самим ИИ, разграничено что хранить в XML/MD, а что в графовой БД
- Адаптация правок кода на новый diff-инструмент, который предложен был Anthropic для Claude и поддерживается в Kilo Code, но работает хорошо с Gemini через промпты и разметку GRACE"
2025-09-26 06:44:52+00|"Cursor описал в деталях свою нейросеть накатывания патчей, потом понял, что разболтал слишком много и стер публикацию.
Но интернет помнит все. 
😎
В статье описано почему Cursor берет модели LLama и DeepSeek для дообучения под патчер кода. Их патчер работает на базе Llama-3-70b с приличной коррекцией весов.
В Kilo Code есть аналог этого как Morph. Однако сразу скажу, что без семантический разметок как GRACE работает так себе, т.к. ИИ хотя и не нужно цитировать replace фразу, но все равно нужно описать нейросети патчеру ""семантические координаты"" для замены куска кода.
Основной плюс технологии Morph+KiloCode или Cursor - это экономия токенов и скорость. Обычный replace требует от ИИ два раза напечатать код (было и стало).
Статью рекомендую почитать всем, кто незнаком с темой сложности редактирования текстов со стороны ИИ, которая на деле вытекает из Positional Encoding и плохого понимания номеров строк со стороны ИИ. 
PS. Я кажется понял почему у коллег сбивается Grok 4 в Kilo Code на правках иногда, он просто не сверяется с инструментом чтения файла по номерам строк, а пытается их ""вспомнить"", что, естественно, вызывает галлюцинации. Строго говоря, без нормального промпта на 1 страницу как ИИ агенту править код вы точно себе ищите нормальных приключений.
https://web.archive.org/web/20240823050616/https://www.cursor.com/blog/instant-apply"
2025-09-26 21:32:07+00|"Насчет семантических разметок и почему те кто их не делают на деле будут платить за счета на ИИ заметно больше и еще рискуют собрать грабли с ИИ.
Как я уже писал, на самом деле ИИ агенты обычно делают правку кода или любого другого текста через replace. Это требует им очень точно процитировать какой текст был, а потом написать новый. Инновации как у Kilo Code добавить еще номера строк в контекст, чтобы они участвовали в поисковой фразе механизма для точности. В Kilo Code есть настройка для снижения требований к точности поисковой фразе для исключения мелких опечаток ИИ, но требование, чтобы поисковый фрагмент был найден только один раз  сохраняется.
В случае Cursor или Morh там используется нейросеть для патчинга.
ИИ агент генерации кода выражает сначала свою цель. Например: ""
Update function parameters
""
Потом передается как должен выглядеть код после замены, неизменяемый код обозначается через 
""// ... existing code ...
""
// ... existing code ...
function authenticateUser(email, password) {
  const result = await verifyUser(email, password);
  if (result) {
    return ""Authenticated"";
  } else {
    return ""Unauthenticated"";
  }
}
// ... existing code ...
Как легко заметить, чудаки, которые не овладели семантическими разметками с якорями могут легко на грабли наступить и в Cursor и Morph, т.к. если правка не ухватила как в этом примере однозначный идентификатор функции, то нейросеть-патчер имеет большую свободу трактовки что именно править. Также ""
// ... existing code ...
"" легко позволяют нейросети трактовать как СТИРАНИЕ каких-то фрагментов кода. Формат на деле не детермированый. Средний успех правок - 95-98%, т.е. тот же
 Cursor где-то на каждый 20-30 правку кода, повреждает код в той или иной степени
. Иными словами, правка явно отличается от намерения ИИ агента создающего код, просто не всегда это ведет к проблеме, если там потерялось несколько пробелов. Обычно замечают, что для ИИ правка текста далеко нетривиальная задача только если Cursor уже снес полмодуля очередной правкой. А сколько вы косяков пропустили и не заметили?
Cursor или Morph требуют специальной нейросети, которая не такая и дешевая. Cursor по факту требует свою подписку именно за нее больше + векторизация кода. Morph берет $0.90/M за вход и $1.90/M за выход токенов, что нельзя сказать, что дешево. По факту такая технология окупается только с дорогим Claude за счет отсутствия поисковой фразы в replace-патчах.
Теперь сравним как выглядят патчи на семантической разметке GRACE.
#PATCH_ID
 P-HW-MULTI-001: Update the GREETING block message. 
#FILE
: tools/plugins/hello_world.py
#TYPE
: UPDATE
#START_BLOCK_GREETING
: [Формирование первой части сообщения.]
    greeting = ""Hello from the Multi-Patch!""
#END_BLOCK_GREETING
Тут хорошо видно, что все эти проблемы ""поисковых фраз"" тут вообще отсутствуют. ИИ просто указывает ""семантические координаты"" патча между якорями. Поисковая фраза не нужна.
Если же работает Morph или Cursor, то агент также всегда вставляет START-END теги в запрос на патчинг, чтобы нейросеть патчер понимала лучше место где правка. Для replace инструмента ИИ агенты обычно стараются делать также ""атомарные"" патчи для надежности меняя целый блок между якорями.
Еще раз отмечу, что ожидание большинства разработчиков, что ""
ИИ редактировать текст легко
"" - крайне опасное заблуждение. ИИ очень сложно делать привязки своих правок, т.к. для него текст объемный в Positional Encoding, а текст кожаных - плоский. По факту GPT нужно очень тщательно ""прицелится"" из своего многомерного семантического пространство в плоское для правки. Это только генерация текста целиком для ИИ простая.
https://openrouter.ai/morph/morph-v3-large"
2025-09-27 08:28:58+00|"На деле платить за Gemini лучше не по API по токенам, а именно через программу Google Assist. В этом случае у вас за $20-$40 в месяц порядка 2000 запросов в день.
Если используется методика разработки как GRACE, где акцент сделан на крупные, но сравнительно редкие промпты, то выбрать даже 1000 запросов в день не просто.
Это в бардачном метании нужного много запросов к ИИ, а в GRACE запросов в том же Architect режиме вряд ли будет больше 20 штук, хотя они сразу сгенерят порядка 300-400 тысяч токенов контекста для проектирования приложения.
На мой взгляд, для методик с четким ИИ процессом разработки как раз Assist тарификация самое то, и.к. запросы нечастые, а контекста много.
https://developers.google.com/gemini-code-assist/resources/quotas"
2025-09-29 05:43:52+00|"Сделал тут учебный пример для GRACE по быстрой сборке на Hugging Face экземпляра Ollama через Docker с разными генераторами эмбеддингов.
Однако я заметил, что для малых систем типа той же индексации кода в Kilo Code вполне годное решение. Скорость генерации эмбеддингов в HF во free машине - 19 ms. Или 3000 эмбеддингов в минуту, что примерно эквивалентно 10.000 строк кода в Kilo Code с их чанкованием.
Хотя можно использовать локальный запуск в Ollama того же Embedding Gemma, но скорость может оказаться ниже даже на GPU у вас. Дело в том, что внутри Ollama часто делаются перераспределения ресурсов с учетом нескольких задач и хотя 90% считается в CUDA, но некоторые ""мелкие"" вычисления могут быть переданы CPU и тут и возникнет бутылочное горло, которое выглядит парадоксально:
- GPU на векторизации ""не используется"" (реально просто насколько быстро считает свои 90% нагрузки, то Task Manager просто не может заметить вычисления)
- CPU нагружается ""мелочами"" и вы ждете
Далеко не всегда можно простыми реконфигурациями Ollama это победить при нескольких решениях в ней, поэтому халявный скоростной генератор векторов на Hugging Face может оказаться хорошим локальным решением.
Особенно если Google закроет текущие быстрые эмбеддинговые модели на Free Tier с 1 января, как и грозится"
2025-09-29 11:21:13+00|"Deep Seek разродился наконец чем-то важным. Вышел DeepSeek-V3.2-Exp, в котором применена инновационная реализация sparse attention.
Как видно из статьи, амбиции год назад на Native Sparse Attention во много уменьшились до более простой системы, но Deep Seek все же сделал прорыв.
Как в NSA модель училась не на ""огрызках"" в 2000-4000 токенов, а сразу на полном контексте 128к токенов. Разница с NSA, что это был академизм, а тут рабочая модель и у нее есть плюсы.
Хотя в статье прямо не написано, но по технической схеме видно, что sliding window сохраняется (левый поток токенов). Однако далее по факту вводится динамическая система якорей. Для токена сначала делается рейтинг важности с токенами из прошлого, потом отбираются из Top-K динамически важные. По факту это первые показанные публично динамические якоря распределенного внимания в GPT. Кто ходили ко мне на обучение знаю, что я всегда предсказывал такой механизм, поэтому разметки GRACE на нижнем уровне адаптированные под логику ""динамических контекстных якорей"" в том числе.
Основной плюс технологии DeepSeek в вероятно в резком падении размера KV Cache, т.к. им нужно хранить не все, а Top-K, но это надо проверять. По графикам видно, что распределенное внимание в новой технологии DeepSeek практически не зависит от длины контекста по скорости выдачи - всегда коррелирует AWS+динамические якоря где-то 4000 токенов. 
https://huggingface.co/deepseek-ai/DeepSeek-V3.2-Exp"
2025-10-03 17:51:18+00|"Cline опубликовал стастистику успеха применения diff патчей разными ИИ на базе из миллионов правок кода. Аккуратнее всего патчи делает Claude и Grok, за ними идёт ""зайка""  GLM 4.5 
Однако эта статистика показывает насколько серьезная проблема для ИИ даже не код писать, а правильно оформлять патчи. В случае Chat GPT вообще 8% ошибочных патчей. Конечно значительная часть ошибок покрывается автокоррецией ИИ и вы даже не видите это, но это если система патчера может понять, что это ошибка. 
Нейросети патчеры как Morph или его аналог в Cursor снижают проблему, но там все равно 2% ошибок. 
Реальное решение только семантические разметки кода уникальными якорями как в GRACE и специальный промпт для ИИ агента типа Kilo Code, что бы ИИ знал как цепляться за якоря. 
Да даже при нейросетке патчере за якоря ей цепляться надёжнее. 
Всегда учитывайте, что править код для ИИ может быть даже сложнее, чем его писать. Понятие сложности для ИИ и людей разное"
2025-10-04 09:40:04+00|"Пока в России агентские технологии живут в альтернативной Телеграм реальности, в мире научные работы по передовым методикам агентов льются как из рога изобилия.
Мягко говоря, довольно неожиданное подтверждение тестами принципов методологий управления цель-ориентированных агентов как мой PCAM или аналоги.
В чем неожиданность? Самый известный канадский Университет Британской Колумбии в Ванкувере опубликовал работу, которая доказывает, что представление о SLM как только о ""попугаях паттернов"" слишком упрощенное. Исследуя SLM как Qwen2.5-3B, Qwen2.5-7B,  GPT-5-nano они создали агента на базе принципов Теории разума (Theory of Mind, ToM).
Агент строит через ToM моделирование оператора в понятиях:
- 
Убеждения (Beliefs)
: Представления о фактах или состоянии мира
- 
Желания (Desires)
: Цели или предпочтения 
- 
Намерения (Intentions)
: Планы или действия, которые человек собирается предпринять 
Исследователи установили даже удивительный факт, что SLM как Qwen 2.5 всего на 3B параметров получила буст 19% в достижении целей по использованию Tools и по извлечению знаний (RAG). Интересно, что на саму эмпатию (relationship) влияние моделирования оператора со стороны SLM было меньше.
Это доказывает, что цель-ориентированные методики управления агентами как PCAM совсем не исключительно для ниши LLM, а крайне эффективные для SLM. Возможно в сфере этой работы я смещу рекомендации по использованию FLEX на few shots к SLM меньше 3B параметров, т.к. надо сделать свои тесты.
Важный еще момент, что работа уже доказывает прямо, что если вы агенту не сообщили модель оператора как его профиль, то даже SLM деградирует как агент. В GRACE у меня уже включен профиль оператора в общие правила для Kilo Code и Gemini CLI, в Cursor еще не переносил. Однако важность user profile для ИИ агента теперь значительно повысилась в свете этой работы, ранее это были интуитивные наблюдения у меня, а тут уже доказательства. 
https://www.arxiv.org/abs/2509.22887"
2025-10-10 15:03:47+00|"Коллеги в чате подкинули интересную статью по улучшению управлением агентами. ""
Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models
"" говорит о том, что если сделать 3 агента как Generator с критиком Reflector и обновителем базы знаний контекста Curator, то качество управления агентами возрастает.
Однако очень важный момент по чтению статьей всегда смотреть в Apendix научных работ с промптами, т.к. реально наблюдаемые положительные эффекты могут быть связаны и с другими факторами, которые не по теме диссертации PhD, что пытаются подкрепить работой.
В примерах промптов виден крайне высокий профессионализм. Если дилетанты в агентах в России обычно не разбираются в XML-подобных семантических разметках, то тут вы можете видеть практически копию моей семантической разметки GRACE на START/END тегах. Именно замена стандартной разметки из ground truth labels тут точно фактор 
Как и в других работах, что я публиковал, как и практически сам применяю во FLEX, никак не снизилось значение few shots в промтинге даже для LLM. Если вас волнуют галлюцинации агентов, то нужно заниматься не бредом JSON-схем, а показывать ИИ примеры как правильно толковать контекст.
В данном случае, трудно сказать, что больше было фактором эффективности в работе сама оркестровка агентов или высококачественный промптинг с семантическими разметками и примерами.
https://arxiv.org/html/2510.04618v1"
2025-10-31 03:48:39+00|"Этот пост скорее для открытия дискуссии в комментах, чтобы проверить последние достижения вендоров как Claude, Cursor и Kilo Code в дизайне агентов. Как я писал уже в нашем чате, на деле современные агенты программирования крайне похожие, а разработчики больше ""ведутся на бренд"". Основных инструментов ИИ агентов кодинга менее 10 штук всего (полнотекстовой поиск, чтение чанками, replace-патчи, файловые операции и т.д.). 
Как раз этот момент и вызвал панику у Cursor, т.к. на практике барьер создания агента его класса очень низкий, поэтому Cursor и стал дрейфовать в разработку нейросетей, т.к. в части агентов он держится больше на бренде, а не технологии.
Однако часть коллег пишут о заметной разнице работы Claude Code, что может зависеть больше от промптинга системного и самих промптов пользователя агенту. 
Фокус может быть связан правда с новой функцией субагентов, которая появилась и в Claude Code, и в Cursor и в Kilo Code. Однако основной плюс там в реале экономия контекста, т.к. на subtask запускается последовательно или параллельно отдельная сессия. Но для LLM с 1-2М токенов контекстного окна - это не ""silver bullet"", вы получите тот же результат в одной сессии, просто дороже. Это скорее оптимизация по скорости и цене, а заявления о супер-пупер ролях агентов больше маркетинг. Агент и в одной сессии может тестировать и разрабатывать, это иногда эффективнее. Я использую агента-тестировщика на Flash больше по соображениям цены и скорости.
Тем не менее, если вы заметили необычную разную эффективность в поведении 2х агентов, то не поленитесь скопировать их сессии в какой Gemini на анализ, чтобы понять в чем была разница действий агентов. Без этого понимания просто доверять случайным успешным результатам и не понимая причин успеха довольно опасное занятие, т.к. обычно агент на своих промптах эффективен лишь в каких-то определенных кейсах и вы должны их хорошо понимать или начнете с агентом грабли собирать.
Если у вас были сравнительные тесты агентов и вы можете пояснить в чем была разница их действий, то пишите в комментах. На моих методологиях типа GRACE такой разницы мало, т.к. агенты не собирают контекст по каким-то эвристикам, они заранее уже знают какие RAG-маршруты у них есть. Поэтому промптинг вендоров на мои методики влияет мало.
https://docs.claude.com/en/docs/claude-code/sub-agents"
2025-11-11 21:54:05+00|"Коллеги нашли в репозитарии кода Google для популярного фреймворка для ИИ разработки как Genkit технику парных XML-подобных STAERT\END тегов в коде как применяю в GRACE.
Это довольно редкий случай утечки семантических разметок кода для его генерации с ИИ от крупного вендора. Обычно крупные вендоры под жестким NDA скрывают свои практики генерации кода с ИИ, т.к. их довольно легко скопировать, а это know how.
Такие разметки решают очень много задач для ИИ с кодом:
- ассистирование sparse attention на большом размере кода
- быстрая RAG-навигация к якорю агента, т.к. у него есть обычно некоторая ""база"" таких якорей или принцип их последовательного считывания, обычно с такими разметками агенту не нужен вообще векторный поиск обычно
- развертывание belief state у GPT по мере генерации кода, т.е. по факту именно такими блоками ""ИИ думает"" на высоком уровне абстракции, а это вербализация
- решение проблемы патчей ИИ 
Интересно, что уже 1 год назад Google владел техникой семантических разметок кода, что показывает насколько он опережает обычных разработчиков в прогрессе внедрения ИИ агентов разработки.
Какая цель больше у Google конкретно в этом случае из перечисленных сложно сказать, скорее навигация и патчи своим агентом. Для точного определения целей нужно иметь еще один документ, который вероятно есть у агента, но его нет в репозитории - база якорей в коде в каком-то XML или графовой БД
https://github.com/firebase/genkit/blob/c188fc2b7cebee97733e8d9bf7b2457206f54196/js/doc-snippets/src/dotprompt/index.ts"
2025-11-13 06:04:53+00|"Спасибо коллегам из обучения, которые меня навели на разметку парными тегами XML-подобными тегами, что напомнило мою методику GRACE у меня по генерации и модификации кода. Разметка парными тегами встречается не только у Google, а еще в коде Microsoft, а также Firebase. Это по факту продвинутая best practice по работе с кодом, которая сначала родилась даже без ИИ, но сейчас активно используется ИИ агентами работы с кодом и я могу пояснить как это делают крупные вендоры.
Основное назначение таких разметок - documentation regions. Иными словами, основная цель тут создание документации на код для людей или для ИИ, но крайне важный момент любого кода - быстрое устаревание кода в документации. Также сложность локализации нужного фрагмента для RAG агента по маршруту ""документация => код"".
Идея заключается в том, что в документации на код ОБЯЗАТЕЛЬНОЕ требование указывать documentation regions как имя тега, это ""семантическая координата"" второго уровня, т.к. сначала указывается класс/функция, это уже что внутри нее.
После этого ИИ агенты и часто даже просто алгоритмические скрипты, могут автоматически обновлять документацию на весь код, она поэтому постоянно в актуальном состоянии. Изначально обновление было именно алгоритмами, сейчас с появлением ИИ агентов оказалось, что это уже классический подход просто с ними очень хорошо совместим. 
На деле сценариев применения тегов в коде агентами может быть много, но основная цель - ввести детермированное понятие ""семантической координаты"" в коде, чтобы можно было сразу по имени блока агенту перейти к фрагменту, понять его рамки и что-то с этим сделать. 
На мой взгляд, если вы делаете 100% генерацию кода с ИИ, то просто копировать старый подход не стоит, т.к. для ИИ свое понимание документации и ему обычно примеры кода не нужны, если код писался ТОЛЬКО самим ИИ, то GPT легко может предсказать как он выглядит по более общим описаниям. Координаты важнее если накатывать патчи агентам, или переходить из лога в код по ним. Также ИИ агентам скорее нужна документация не столько с цитированием кода, как упоминание критических блоков кода с описанием почему он критический. Такую документацию ИИ агент сам может вести в markdown, но лучше не копировать агенту ее в код , контекст раздуете, а оставить только метку блока. RAG-агент сам прыгнет к блоку кода, если ему надо в рамках текущей задачи. 
Так или иначе, но разметки кода парными метками широко применяются для однозначной локализации блоков кода по имени метки. Прием очень важный, use cases вокруг этих меток я могу перечислить более десятка точно с ИИ агентами. Это уже best practice.
Также активное применение такой техники Microsoft, AsciiDoc, Docusaurus/Sphinx и т.д. в коде ПРОМЫШЛЕННОГО КАЧЕСТВА, привело к тому, что все LLM хорошо обучены такой разметке, поэтому и в GRACE легко мне ее генерируют из семантических шаблонов. 
https://github.com/firebase/snippets-flutter"
2025-11-14 05:56:46+00|"Ну как бы и практический результат болтовни с review промптов от Claude. Довольно сильно с Claude доработали промпты.
В GRACE включили поддержку стандартов: Eiffel DbC (было, но улучшено), TLA+, NASA coding standards, ADR.
Выглядит все очень толково, скорее всего хорошо работает, надо протестить конечно, но я в этих разметках уже собаку съел с ИИ. Довольно сразу видно что работает, а что нет. Просто по опыту.
Какие наблюдение о сильных сторонах Claude, которые оправдывают его высокую цену:
- Умение работать в типичном  IT-бардаке (см. посты выше)
- Намного более комплексное представление о применении авторитетных IT-стандартов, если разработка ведется методологом
- Намного лучше Claude пользуется внешними инструментами как Tavily или Context 7 для поиска примеров по глючным API
В этих аспектах Claude своих денег стоит, конечно, но просто генерировать с ним код часто ""забивать гвозди микроскопом"". Это скорее компетенции архитектора и на архитектурной фазе он может быть полезен весьма даже фанатам других ИИ."
2025-11-23 10:28:04+00|"По обучению. Сообщение к коллегам, которые сейчас работают за пределами России, а у нас их в канале где-то 20% по опросу.
С нового года Правительство РФ решило, что ему не так уж нужны уже экспортеры услуг, поэтому будет значительно усложнены процедуры работы с иностранными лицами/компаниями.
Хотя я традиционно перегружен проектами и обучение не все чем я занимаюсь, но сейчас я хочу подвинуть иностранцев в очереди на обучение вперед, т.к. потом нам придется сотрудничать намного сложнее по процедурам с после 1 января. 
Поэтому иностранным коллегам, кому нужно обучение по генерации кода с ИИ в первую очередь, это методика GRACE в основном, напишите мне в личку. 
Вопрос касается именно тех, кто сейчас работает за пределами РФ.
https://vk.com/@turboplanner-grace-freimvork-sozdaniya-koda-llm-v-bolshih-kontekstah-s-uc"
2025-11-28 18:58:21+00|"Интересное наблюдение по рефлексии агентов Claude 4.5 Sonnet + Grok 4.5 Code Fast
Конечно можно списать мои семантические разметки GRACE на ""постфактум рационализацию"". Однако факт заключается в том, что Claude + Grok без моих семантических разметок устроили мне полный бардак вдвоем и раздолбали все приложение в хлам.
Как только я перешел на семантические разметки, то они быстро раскатали автотесты, все починили и вообще связка Архитектор => Субагент работает на ура. Реально кто сейчас платить ""мульены"" за подписки Anthropic могут на моих скринах увидеть, как сделать огромную экономию денег и времени (Grok быстрее в 2 раза), просто превратив Grok в ""руки для Claude"".
Хотя им дал и фреймворк гайдов, но я тоже считаю, что семантическая разметка - просто #1 тут ключ к успеху, т.к. дает однозначный семантический каркас кода понятный обоим агентам и субагент по разметке лучше всяких ""ТЗ"" понимает, что код делает и как тут все не сломать ""улучшениями"".
Точно можно сказать, что в ближайшее время начнется волна внеднения мультиагентов и фанаты только одной LLM явно будут ретроградами.  
Должна быть любимая тяжелая LLM и любимая быстрая/дешевая LLM для субагентов."
2025-11-30 15:21:34+00|"Давайте я поделюсь неочевидными инсайдами и тонкими моментами инженеров по промтингу, почему вроде был грубый и не интеллектуальный метод Claude Code по считыванию кучи кода, который вроде и не относится к делу работает.
Может лучше скармливать ИИ как стартовый контекст не сам огромный код, а синтетические графы, описания архитектуры в Markdown?
А вот и нет. Хотя графы по коду реально полезны, но вторичных относительно кода, тем более если это код усеянный семантическими разметками, контрактами и комментариями. 
Тут просто есть ошибочная антропоморфная гипотеза, что GPT подобен человеку и ему удобнее читать какие-то summary обобщения. В реальности GPT почти всегда предпочитает ground truth, т.к. сам код и сами логи, сами данных БЕЗ каких-то обобщений. Дело в том, что современные LLM мощно продвинулись в sparse attention и не теряются уже как даже 6 месяцев назад даже в контекстах 500к+ токенов. В случае summary в контекста в любом виде производных документов у ИИ есть риски ""ошибочных гипотез"" и даже галлюцинаций, т.е. он может придумать какой-то код или поведение приложения, которого реально нет в таких деталях.
Из RL обучения LLM довольно четко понимают, что если они будут больше уходить в ground truth и отвергать документы на код кожаных, то эффективность их растет, т.к. они видят реальность в деталях, а не упрощенное и неоднозначное обобщение.
Это тренд делает крайне мощный буст теме семантических разметок кода как я в GRACE делаю. Конечно они также раздувают контекст. В случае еще ""болтливого"" Claude он как на скриншоте еще более крупные делает AI Headers модулей или контракты в коде.
Однако тут есть кардинальная разница с точки зрения LLM относительно любой другой документации на код, т.к. несмотря на обилие описание и якорных разметок в коде для LLM  это именно тот самый ground truth, но еще и премиального качества где разрешены сразу же все неоднозначности трактовок работы кода и еще код специально адаптирован как раз под Claude Code подобные методы, когда грузится толпа кода в контекст и sparse attention нужно ассистирование XML-подобными разметками семантических регионов кода.
На самом деле тренд весьма интересный и не очевидный. Мы-то все думаем, что архитектурные документы для ИИ полезны в той же степени как для нас, а ИИ в режиме уже фикса и доработки кода предпочитает больше режим code only и насыщением кода семантическими описаниями между алгоритмами."
2025-12-08 17:25:19+00|"По дискуссиям о hidden state у GPT, чтобы легче понять и запомнить современное научное представление, то сделал вам мем про Брежнева. GPT размышляет довольно часто ""как Брежнев"" из анекдота, где Леонид Ильич сказал ""идея"", все Политбюро достало ручки записывать идею вождя, а потом он пояснил фразу: ""и где я нахожусь?"" 😂

На самом деле GPT в hidden state векторов использует ""Брежневский трюк"", т.е. GPT и не пытается анализировать потокенно постоянно весь ваш предыдущий контекст. Вместо этого GPT эмерджентно учится сделать низкоразмерную классификацию текущей ситуации в контексте, где совершенно все равно GPT как он попал в такое состояние, т.к. эмерджетный граф его решений на самом деле НЕ оперирует вашими словами, а оперирует переклассификацией ваших слов в ""стандартную ситуацию из которой есть N стандартных выходов"".

Belief state особенно жестко закрепляется на RL обучении за счет того, что GPT просто не понимает за какой именно токен написанного текста примерно на 100-200 строк она получила хорошую оценку от критика. Это приводит к формированию векторного представления о контексте задачи примерно на такой объем, где все токены внутри сильно подчинены belief state.

Чем больше вы помогаете GPT ответить на вопрос ""и где я нахожусь [сейчас]?""и чем более монозадачи решаете в рамках блока на 100-200 строк, тем выдача GPT лучше.

Этим можно активно ассистировать семантическими шаблонами для генерации ИИ контекста, как я делаю для кода в GRACE.

Но понимание ""брежневской логики"" у GPT довольно важное"
2025-12-08 22:27:44+00|"Крайне интересная свежая работа ""Demystifying Reasoning Dynamics with Mutual Information: Thinking Tokens are Information Peaks in LLM Reasoning""

Я натолкнулся на нее из-за того, что как раз в GRACE довольно часто применяю техники thinking tokens, но это эмпирическая практика.

Исследователи по факту показываю крайне неочевидный факт, что ""бессмысленные"" для вас слова GPT в контексте как ""So.."", ""Hmm..."" или специальные якорные метки на деле ВАЖНЕЕ вашего контекста как текст ТЗ или программный код. Если вы удалите часть ТЗ или ""рабочего кода"", то большой деградации в выдаче ИИ не будет и он разберется с отсутствующими элементами текста, т.к. вопреки наивным ожиданиям  кожаных как So или Hmm или какой ACHOR и есть самое главное и удаление их из контекста приводят к мощнейшей деградации IQ у модели.

Дело в том, что именно в таких ""бессмысленных"" токенах модель и размышляет реально, т.к. вектор за токеном не имеет большого смысла сам по себе и предоставляет максимальную векторную емкость для обобщения или рефлексии модели для дальнейшей генерации.

Если вы не даете модели периодически создавать thinking tokens, то она тупеет. Особенно важно это при генерации кода, где ""инородные"" токены часто разработчики считают лишними и велят стереть агенту, после чего получают ИИ-дурачка у которого отобрали его ""листики для размышлений"".

https://arxiv.org/html/2506.02867v1"
2025-12-09 20:14:33+00|"Сделал инфорграфику, чтобы показать идею почему Grok так взлетает на Open Router, но что интересно его пропорция с использованием Claude Sonnet на удивление стабильная, что плоско намекает, что ими пользуются одни и те же разработчики примерно в пропорции 2:1 по объему токенов.

LLM типа Grok Code Fast дешевые и быстрые за счет сокращения весов до 200-300B против примерно 2T весов у Claude или Gemini. Это делает ""кодерские LLM"" глупыми в части понимания высоких абстракций как архитектура или бизнес-требования, также у них мало ума, чтобы сделать первую версию кода качественно.

Если первая версия кода делается Sonnet/Gemini и в код еще впрыснута семантическая инъекция с контрактами и разметками подобными GRACE, то по факту это становится большим few shot для Grok и просто ""начинает думать как Sonnet"" в рамках данной задачи, т.к. все GPT великие подражатели. Для тестирования, фикса багов средней сложности и мелких доработок Sonnet или Gemini 3 Pro слишком медленные и слишком дорогие.

Совершенно очевидно, что даже не будущее, а НАСТОЯЩЕЕ в гибридном применении двух LLM как ""ИИ архитектор + ИИ дебагер"". Пока практики и стандарты еще в режиме становления, но Open Router показывает, что уже МЕИНСТРИМ и если вы не используете дуальный подход к разработке через 2 вида LLM, то отстаёте уже не от экспертов, а от среднего уровня по ИТ отрасли."
